1	A1BG
10827	FAM114A2
10838	ZNF275
1084	CEACAM3
10840	ALDH1L1
10841	FTCD
10842	PPP1R17
10844	TUBGCP2
10845	CLPX
10846	PDE10A
10847	SRCAP
10848	PPP1R13L
10849	CD3EAP
10850	CCL27
10855	HPSE
10856	RUVBL2
10857	PGRMC1
10858	CYP46A1
10859	LILRB1
10861	SLC26A1
10863	ADAM28
10864	SLC22A7
10865	ARID5A
10867	TSPAN9
10868	USP20
10869	USP19
1087	CEACAM7
10870	HCST
10871	CD300C
10873	ME3
10874	NMU
10875	FGL2
10876	EDDM3A
10877	CFHR4
10878	CFHR3
10879	SMR3B
1088	CEACAM8
10880	ACTL7B
10881	ACTL7A
10882	C1QL1
10884	MRPS30
10885	WDR3
10886	NPFFR2
10887	PROKR1
10888	GPR83
1089	CEACAM4
10890	RAB10
10891	PPARGC1A
10892	MALT1
10893	MMP24
10894	LYVE1
10897	YIF1A
10898	CPSF4
10899	JTB
109	ADCY3
10900	RUNDC3A
10901	DHRS4
10902	BRD8
10903	MTMR11
10904	BLCAP
10905	MAN1A2
10906	TRAFD1
10907	TXNL4A
10908	PNPLA6
10910	SUGT1
10911	UTS2
10912	GADD45G
10913	EDAR
10914	PAPOLA
10915	TCERG1
10916	MAGED2
10917	BTNL3
10919	EHMT2
10920	COPS8
10921	RNPS1
10922	FASTK
10923	SUB1
10924	SMPDL3A
10926	DBF4
10927	SPIN1
10928	RALBP1
10929	SRSF8
10930	APOBEC2
10933	MORF4L1
10935	PRDX3
10936	GPR75
10938	EHD1
10939	AFG3L2
10940	POP1
10941	UGT2A1
10942	PRSS21
10943	MSL3
10944	C11orf58
10945	KDELR1
10946	SF3A3
10947	AP3M2
10948	STARD3
10949	HNRNPA0
10950	BTG3
109504726	ZNF117
10951	CBX1
10952	SEC61B
10953	TOMM34
10954	PDIA5
10955	SERINC3
10956	OS9
10957	PNRC1
10959	TMED2
10960	LMAN2
10961	ERP29
10962	MLLT11
10963	STIP1
10964	IFI44L
10965	ACOT2
10966	RAB40B
